Subject,NFC,Ad_Trial,Ad_Real_No,Gender,Age,Education,Nationality_Participant,MarketingExperience,RT,Appreciation,Effectiveness,Humour,Complexity1,Complexity2,Advert_Nationality
574110,-0.111111111,4,4,Male,25-34,Postgraduate Masters,Chinese,No,6762,3,4,1,Complex,Metaphtonymy,Chinese
574110,-0.111111111,5,5,Male,25-34,Postgraduate Masters,Chinese,No,5058,4,4,2,Complex,Metaphtonymy,Chinese
574110,-0.111111111,6,6,Male,25-34,Postgraduate Masters,Chinese,No,16731,1,1,1,Simple,Metaphor,Chinese
574110,-0.111111111,7,7,Male,25-34,Postgraduate Masters,Chinese,No,3128,4,4,2,Simple,Metonymy,Chinese
574110,-0.111111111,8,8,Male,25-34,Postgraduate Masters,Chinese,No,3755,4,4,2,Complex,Metonymic chain,Chinese
574110,-0.111111111,9,11,Male,25-34,Postgraduate Masters,Chinese,No,4579,4,4,2,Complex,Metaphoric complex,Chinese
574110,-0.111111111,10,13,Male,25-34,Postgraduate Masters,Chinese,No,3853,4,4,2,Complex,Metaphoric complex,Chinese
574110,-0.111111111,11,16,Male,25-34,Postgraduate Masters,Chinese,No,9481,3,3,1,Simple,Metonymy,Spanish
574110,-0.111111111,12,20,Male,25-34,Postgraduate Masters,Chinese,No,8372,1,2,1,Complex,Metaphtonymy,Spanish
574110,-0.111111111,13,21,Male,25-34,Postgraduate Masters,Chinese,No,4193,4,4,2,Simple,Metaphor,Spanish
574110,-0.111111111,14,22,Male,25-34,Postgraduate Masters,Chinese,No,11826,4,4,1,Complex,Metaphtonymy,Spanish
574110,-0.111111111,15,23,Male,25-34,Postgraduate Masters,Chinese,No,12790,3,4,2,Complex,Metaphtonymy,Spanish
574110,-0.111111111,16,24,Male,25-34,Postgraduate Masters,Chinese,No,26155,3,1,1,Complex,Metaphtonymy,Spanish
574110,-0.111111111,17,25,Male,25-34,Postgraduate Masters,Chinese,No,5660,3,3,1,Simple,Metaphor,Spanish
574110,-0.111111111,18,26,Male,25-34,Postgraduate Masters,Chinese,No,3592,4,4,2,Complex,Metonymic chain,Spanish
574110,-0.111111111,19,27,Male,25-34,Postgraduate Masters,Chinese,No,13527,1,1,1,Simple,Metonymy,Spanish
574110,-0.111111111,20,28,Male,25-34,Postgraduate Masters,Chinese,No,11495,4,4,2,Simple,Metaphor,Spanish
574110,-0.111111111,21,29,Male,25-34,Postgraduate Masters,Chinese,No,9967,4,4,2,Simple,Metonymy,British
574110,-0.111111111,22,30,Male,25-34,Postgraduate Masters,Chinese,No,18463,3,4,2,Simple,Metaphor,British
574110,-0.111111111,23,33,Male,25-34,Postgraduate Masters,Chinese,No,3224,4,4,2,Complex,Metaphtonymy,British
574110,-0.111111111,24,36,Male,25-34,Postgraduate Masters,Chinese,No,5274,4,4,2,Complex,Metaphtonymy,British
574110,-0.111111111,25,37,Male,25-34,Postgraduate Masters,Chinese,No,13075,4,4,1,Complex,Metaphtonymy,British
574110,-0.111111111,26,38,Male,25-34,Postgraduate Masters,Chinese,No,3881,4,4,2,Simple,Metaphor,British
574110,-0.111111111,27,39,Male,25-34,Postgraduate Masters,Chinese,No,13759,3,3,1,Simple,Metonymy,British
574110,-0.111111111,28,40,Male,25-34,Postgraduate Masters,Chinese,No,21323,3,3,1,Simple,Metaphor,British
574110,-0.111111111,29,41,Male,25-34,Postgraduate Masters,Chinese,No,6358,1,4,1,Complex,Metaphtonymy,British
574110,-0.111111111,30,42,Male,25-34,Postgraduate Masters,Chinese,No,21828,3,3,1,Complex,Metaphtonymy,British
574111,-0.166666667,1,1,Male,25-34,Postgraduate Masters,Chinese,No,6388,4,4,2,Complex,Metaphtonymy,Chinese
574111,-0.166666667,2,2,Male,25-34,Postgraduate Masters,Chinese,No,3708,3,3,2,Complex,Metaphtonymy,Chinese
574111,-0.166666667,3,3,Male,25-34,Postgraduate Masters,Chinese,No,13231,4,4,3,Complex,Metaphtonymy,Chinese
574111,-0.166666667,4,4,Male,25-34,Postgraduate Masters,Chinese,No,4777,4,5,2,Complex,Metaphtonymy,Chinese
574111,-0.166666667,5,5,Male,25-34,Postgraduate Masters,Chinese,No,21199,5,5,2,Complex,Metaphtonymy,Chinese
574111,-0.166666667,6,6,Male,25-34,Postgraduate Masters,Chinese,No,6303,2,2,1,Simple,Metaphor,Chinese
574111,-0.166666667,7,7,Male,25-34,Postgraduate Masters,Chinese,No,3997,4,4,3,Simple,Metonymy,Chinese
574111,-0.166666667,8,8,Male,25-34,Postgraduate Masters,Chinese,No,7822,4,4,2,Complex,Metonymic chain,Chinese
574111,-0.166666667,9,11,Male,25-34,Postgraduate Masters,Chinese,No,3759,4,4,2,Complex,Metaphoric complex,Chinese
574111,-0.166666667,10,13,Male,25-34,Postgraduate Masters,Chinese,No,8394,4,4,2,Complex,Metaphoric complex,Chinese
574111,-0.166666667,11,16,Male,25-34,Postgraduate Masters,Chinese,No,11098,4,4,2,Simple,Metonymy,Spanish
574111,-0.166666667,12,20,Male,25-34,Postgraduate Masters,Chinese,No,15430,4,4,3,Complex,Metaphtonymy,Spanish
574111,-0.166666667,13,21,Male,25-34,Postgraduate Masters,Chinese,No,5335,4,4,2,Simple,Metaphor,Spanish
574111,-0.166666667,14,22,Male,25-34,Postgraduate Masters,Chinese,No,11303,4,4,2,Complex,Metaphtonymy,Spanish
574111,-0.166666667,15,23,Male,25-34,Postgraduate Masters,Chinese,No,15179,4,4,2,Complex,Metaphtonymy,Spanish
574111,-0.166666667,16,24,Male,25-34,Postgraduate Masters,Chinese,No,10472,2,2,1,Complex,Metaphtonymy,Spanish
574111,-0.166666667,17,25,Male,25-34,Postgraduate Masters,Chinese,No,16791,4,4,2,Simple,Metaphor,Spanish
574111,-0.166666667,18,26,Male,25-34,Postgraduate Masters,Chinese,No,14078,2,2,1,Complex,Metonymic chain,Spanish
574111,-0.166666667,19,27,Male,25-34,Postgraduate Masters,Chinese,No,16814,5,5,3,Simple,Metonymy,Spanish
574111,-0.166666667,20,28,Male,25-34,Postgraduate Masters,Chinese,No,14198,4,4,2,Simple,Metaphor,Spanish
574111,-0.166666667,21,29,Male,25-34,Postgraduate Masters,Chinese,No,11239,4,4,3,Simple,Metonymy,British
574111,-0.166666667,22,30,Male,25-34,Postgraduate Masters,Chinese,No,20216,4,4,2,Simple,Metaphor,British
574111,-0.166666667,23,33,Male,25-34,Postgraduate Masters,Chinese,No,12106,4,4,2,Complex,Metaphtonymy,British
574111,-0.166666667,24,36,Male,25-34,Postgraduate Masters,Chinese,No,7810,3,3,1,Complex,Metaphtonymy,British
574111,-0.166666667,25,37,Male,25-34,Postgraduate Masters,Chinese,No,16761,5,5,1,Complex,Metaphtonymy,British
574111,-0.166666667,26,38,Male,25-34,Postgraduate Masters,Chinese,No,10794,3,3,1,Simple,Metaphor,British
574111,-0.166666667,27,39,Male,25-34,Postgraduate Masters,Chinese,No,16344,4,4,2,Simple,Metonymy,British
574111,-0.166666667,28,40,Male,25-34,Postgraduate Masters,Chinese,No,18820,4,3,1,Simple,Metaphor,British
574111,-0.166666667,29,41,Male,25-34,Postgraduate Masters,Chinese,No,11243,2,2,1,Complex,Metaphtonymy,British
574111,-0.166666667,30,42,Male,25-34,Postgraduate Masters,Chinese,No,6893,4,4,2,Complex,Metaphtonymy,British
574112,0.222222222,1,1,Male,18-24,Postgraduate Masters,Chinese,Yes,10672,5,5,3,Complex,Metaphtonymy,Chinese
574112,0.222222222,2,2,Male,18-24,Postgraduate Masters,Chinese,Yes,8673,4,4,2,Complex,Metaphtonymy,Chinese
574112,0.222222222,3,3,Male,18-24,Postgraduate Masters,Chinese,Yes,17139,5,5,3,Complex,Metaphtonymy,Chinese
574112,0.222222222,4,4,Male,18-24,Postgraduate Masters,Chinese,Yes,8531,4,3,2,Complex,Metaphtonymy,Chinese
574112,0.222222222,5,5,Male,18-24,Postgraduate Masters,Chinese,Yes,23316,2,2,1,Complex,Metaphtonymy,Chinese
574112,0.222222222,6,6,Male,18-24,Postgraduate Masters,Chinese,Yes,13033,4,4,2,Simple,Metaphor,Chinese
574112,0.222222222,7,7,Male,18-24,Postgraduate Masters,Chinese,Yes,15168,5,4,3,Simple,Metonymy,Chinese
574112,0.222222222,8,8,Male,18-24,Postgraduate Masters,Chinese,Yes,25386,3,3,2,Complex,Metonymic chain,Chinese
574112,0.222222222,9,11,Male,18-24,Postgraduate Masters,Chinese,Yes,25839,2,3,2,Complex,Metaphoric complex,Chinese
574112,0.222222222,10,13,Male,18-24,Postgraduate Masters,Chinese,Yes,16508,5,5,3,Complex,Metaphoric complex,Chinese
574112,0.222222222,11,16,Male,18-24,Postgraduate Masters,Chinese,Yes,12252,5,5,3,Simple,Metonymy,Spanish
574112,0.222222222,12,20,Male,18-24,Postgraduate Masters,Chinese,Yes,32039,2,2,2,Complex,Metaphtonymy,Spanish
574112,0.222222222,13,21,Male,18-24,Postgraduate Masters,Chinese,Yes,10651,3,3,1,Simple,Metaphor,Spanish
574112,0.222222222,14,22,Male,18-24,Postgraduate Masters,Chinese,Yes,21466,2,2,1,Complex,Metaphtonymy,Spanish
574112,0.222222222,15,23,Male,18-24,Postgraduate Masters,Chinese,Yes,10454,3,3,2,Complex,Metaphtonymy,Spanish
574112,0.222222222,16,24,Male,18-24,Postgraduate Masters,Chinese,Yes,17433,4,4,3,Complex,Metaphtonymy,Spanish
574112,0.222222222,17,25,Male,18-24,Postgraduate Masters,Chinese,Yes,9959,3,3,2,Simple,Metaphor,Spanish
574112,0.222222222,18,26,Male,18-24,Postgraduate Masters,Chinese,Yes,10137,4,4,2,Complex,Metonymic chain,Spanish
574112,0.222222222,19,27,Male,18-24,Postgraduate Masters,Chinese,Yes,21398,4,3,2,Simple,Metonymy,Spanish
574112,0.222222222,20,28,Male,18-24,Postgraduate Masters,Chinese,Yes,11451,5,5,3,Simple,Metaphor,Spanish
574112,0.222222222,21,29,Male,18-24,Postgraduate Masters,Chinese,Yes,28491,1,1,1,Simple,Metonymy,British
574112,0.222222222,22,30,Male,18-24,Postgraduate Masters,Chinese,Yes,23299,2,2,1,Simple,Metaphor,British
574112,0.222222222,23,33,Male,18-24,Postgraduate Masters,Chinese,Yes,10940,2,2,1,Complex,Metaphtonymy,British
574112,0.222222222,24,36,Male,18-24,Postgraduate Masters,Chinese,Yes,5964,4,4,2,Complex,Metaphtonymy,British
574112,0.222222222,25,37,Male,18-24,Postgraduate Masters,Chinese,Yes,17499,5,4,2,Complex,Metaphtonymy,British
574112,0.222222222,26,38,Male,18-24,Postgraduate Masters,Chinese,Yes,18115,3,3,2,Simple,Metaphor,British
574112,0.222222222,27,39,Male,18-24,Postgraduate Masters,Chinese,Yes,25015,2,2,1,Simple,Metonymy,British
574112,0.222222222,28,40,Male,18-24,Postgraduate Masters,Chinese,Yes,32831,2,2,1,Simple,Metaphor,British
574112,0.222222222,29,41,Male,18-24,Postgraduate Masters,Chinese,Yes,17478,4,4,3,Complex,Metaphtonymy,British
574112,0.222222222,30,42,Male,18-24,Postgraduate Masters,Chinese,Yes,20313,5,5,3,Complex,Metaphtonymy,British
574113,0.388888889,1,1,Male,18-24,Postgraduate Masters,Chinese,Yes,5831,3,3,3,Complex,Metaphtonymy,Chinese
574113,0.388888889,2,2,Male,18-24,Postgraduate Masters,Chinese,Yes,9115,3,2,4,Complex,Metaphtonymy,Chinese
574113,0.388888889,3,3,Male,18-24,Postgraduate Masters,Chinese,Yes,18411,3,4,4,Complex,Metaphtonymy,Chinese
574113,0.388888889,4,4,Male,18-24,Postgraduate Masters,Chinese,Yes,6056,4,4,5,Complex,Metaphtonymy,Chinese
574113,0.388888889,5,5,Male,18-24,Postgraduate Masters,Chinese,Yes,13955,4,4,5,Complex,Metaphtonymy,Chinese
574113,0.388888889,6,6,Male,18-24,Postgraduate Masters,Chinese,Yes,11905,3,4,3,Simple,Metaphor,Chinese
574113,0.388888889,7,7,Male,18-24,Postgraduate Masters,Chinese,Yes,7859,3,3,3,Simple,Metonymy,Chinese
574113,0.388888889,8,8,Male,18-24,Postgraduate Masters,Chinese,Yes,13921,5,4,3,Complex,Metonymic chain,Chinese
574113,0.388888889,9,11,Male,18-24,Postgraduate Masters,Chinese,Yes,15211,3,3,3,Complex,Metaphoric complex,Chinese
574113,0.388888889,10,13,Male,18-24,Postgraduate Masters,Chinese,Yes,17130,3,4,2,Complex,Metaphoric complex,Chinese
574113,0.388888889,11,16,Male,18-24,Postgraduate Masters,Chinese,Yes,10678,1,4,3,Simple,Metonymy,Spanish
574113,0.388888889,12,20,Male,18-24,Postgraduate Masters,Chinese,Yes,5593,4,4,3,Complex,Metaphtonymy,Spanish
574113,0.388888889,13,21,Male,18-24,Postgraduate Masters,Chinese,Yes,13209,5,5,5,Simple,Metaphor,Spanish
574113,0.388888889,14,22,Male,18-24,Postgraduate Masters,Chinese,Yes,27715,3,2,3,Complex,Metaphtonymy,Spanish
574113,0.388888889,15,23,Male,18-24,Postgraduate Masters,Chinese,Yes,6980,3,2,3,Complex,Metaphtonymy,Spanish
574113,0.388888889,16,24,Male,18-24,Postgraduate Masters,Chinese,Yes,22311,1,1,1,Complex,Metaphtonymy,Spanish
574113,0.388888889,17,25,Male,18-24,Postgraduate Masters,Chinese,Yes,19179,4,4,3,Simple,Metaphor,Spanish
574113,0.388888889,18,26,Male,18-24,Postgraduate Masters,Chinese,Yes,8156,3,2,3,Complex,Metonymic chain,Spanish
574113,0.388888889,19,27,Male,18-24,Postgraduate Masters,Chinese,Yes,16224,3,1,3,Simple,Metonymy,Spanish
574113,0.388888889,20,28,Male,18-24,Postgraduate Masters,Chinese,Yes,10060,4,4,5,Simple,Metaphor,Spanish
574113,0.388888889,21,29,Male,18-24,Postgraduate Masters,Chinese,Yes,11203,3,4,4,Simple,Metonymy,British
574113,0.388888889,22,30,Male,18-24,Postgraduate Masters,Chinese,Yes,25811,2,2,2,Simple,Metaphor,British
574113,0.388888889,23,33,Male,18-24,Postgraduate Masters,Chinese,Yes,5880,1,1,1,Complex,Metaphtonymy,British
574113,0.388888889,24,36,Male,18-24,Postgraduate Masters,Chinese,Yes,6443,5,5,5,Complex,Metaphtonymy,British
574113,0.388888889,25,37,Male,18-24,Postgraduate Masters,Chinese,Yes,19389,4,3,5,Complex,Metaphtonymy,British
574113,0.388888889,26,38,Male,18-24,Postgraduate Masters,Chinese,Yes,10510,4,5,5,Simple,Metaphor,British
574113,0.388888889,27,39,Male,18-24,Postgraduate Masters,Chinese,Yes,12516,5,5,5,Simple,Metonymy,British
574113,0.388888889,28,40,Male,18-24,Postgraduate Masters,Chinese,Yes,15985,1,1,1,Simple,Metaphor,British
574113,0.388888889,29,41,Male,18-24,Postgraduate Masters,Chinese,Yes,10746,1,1,1,Complex,Metaphtonymy,British
574113,0.388888889,30,42,Male,18-24,Postgraduate Masters,Chinese,Yes,8549,5,5,5,Complex,Metaphtonymy,British
574115,-0.055555556,1,1,Male,18-24,Postgraduate Masters,Chinese,No,7426,4,4,3,Complex,Metaphtonymy,Chinese
574115,-0.055555556,2,2,Male,18-24,Postgraduate Masters,Chinese,No,6336,4,4,3,Complex,Metaphtonymy,Chinese
574115,-0.055555556,3,3,Male,18-24,Postgraduate Masters,Chinese,No,8974,4,4,3,Complex,Metaphtonymy,Chinese
574115,-0.055555556,4,4,Male,18-24,Postgraduate Masters,Chinese,No,11589,3,2,2,Complex,Metaphtonymy,Chinese
574115,-0.055555556,5,5,Male,18-24,Postgraduate Masters,Chinese,No,9062,4,4,4,Complex,Metaphtonymy,Chinese
574115,-0.055555556,6,6,Male,18-24,Postgraduate Masters,Chinese,No,4645,4,4,3,Simple,Metaphor,Chinese
574115,-0.055555556,7,7,Male,18-24,Postgraduate Masters,Chinese,No,7392,3,3,2,Simple,Metonymy,Chinese
574115,-0.055555556,8,8,Male,18-24,Postgraduate Masters,Chinese,No,5062,4,4,4,Complex,Metonymic chain,Chinese
574115,-0.055555556,9,11,Male,18-24,Postgraduate Masters,Chinese,No,6281,4,3,4,Complex,Metaphoric complex,Chinese
574115,-0.055555556,10,13,Male,18-24,Postgraduate Masters,Chinese,No,7780,5,4,4,Complex,Metaphoric complex,Chinese
574115,-0.055555556,11,16,Male,18-24,Postgraduate Masters,Chinese,No,7714,2,2,2,Simple,Metonymy,Spanish
574115,-0.055555556,12,20,Male,18-24,Postgraduate Masters,Chinese,No,8210,4,4,4,Complex,Metaphtonymy,Spanish
574115,-0.055555556,13,21,Male,18-24,Postgraduate Masters,Chinese,No,8535,4,4,4,Simple,Metaphor,Spanish
574115,-0.055555556,14,22,Male,18-24,Postgraduate Masters,Chinese,No,12553,2,2,2,Complex,Metaphtonymy,Spanish
574115,-0.055555556,15,23,Male,18-24,Postgraduate Masters,Chinese,No,7750,3,3,2,Complex,Metaphtonymy,Spanish
574115,-0.055555556,16,24,Male,18-24,Postgraduate Masters,Chinese,No,9061,2,3,3,Complex,Metaphtonymy,Spanish
574115,-0.055555556,17,25,Male,18-24,Postgraduate Masters,Chinese,No,11450,3,4,3,Simple,Metaphor,Spanish
574115,-0.055555556,18,26,Male,18-24,Postgraduate Masters,Chinese,No,12081,3,3,2,Complex,Metonymic chain,Spanish
574115,-0.055555556,19,27,Male,18-24,Postgraduate Masters,Chinese,No,15550,2,2,2,Simple,Metonymy,Spanish
574115,-0.055555556,20,28,Male,18-24,Postgraduate Masters,Chinese,No,10249,4,4,4,Simple,Metaphor,Spanish
574115,-0.055555556,21,29,Male,18-24,Postgraduate Masters,Chinese,No,20836,2,3,2,Simple,Metonymy,British
574115,-0.055555556,22,30,Male,18-24,Postgraduate Masters,Chinese,No,11628,2,2,2,Simple,Metaphor,British
574115,-0.055555556,23,33,Male,18-24,Postgraduate Masters,Chinese,No,4738,2,3,2,Complex,Metaphtonymy,British
574115,-0.055555556,24,36,Male,18-24,Postgraduate Masters,Chinese,No,10433,4,4,4,Complex,Metaphtonymy,British
574115,-0.055555556,25,37,Male,18-24,Postgraduate Masters,Chinese,No,17964,4,4,3,Complex,Metaphtonymy,British
574115,-0.055555556,26,38,Male,18-24,Postgraduate Masters,Chinese,No,18117,3,3,3,Simple,Metaphor,British
574115,-0.055555556,27,39,Male,18-24,Postgraduate Masters,Chinese,No,10148,4,4,4,Simple,Metonymy,British
574115,-0.055555556,28,40,Male,18-24,Postgraduate Masters,Chinese,No,16127,2,3,2,Simple,Metaphor,British
574115,-0.055555556,29,41,Male,18-24,Postgraduate Masters,Chinese,No,12437,4,4,4,Complex,Metaphtonymy,British
574115,-0.055555556,30,42,Male,18-24,Postgraduate Masters,Chinese,No,17340,4,4,3,Complex,Metaphtonymy,British
574201,0,1,1,Female,18-24,Postgraduate Masters,Chinese,No,5511,4,4,4,Complex,Metaphtonymy,Chinese
574201,0,2,2,Female,18-24,Postgraduate Masters,Chinese,No,2072,4,4,4,Complex,Metaphtonymy,Chinese
574201,0,3,3,Female,18-24,Postgraduate Masters,Chinese,No,9479,5,5,5,Complex,Metaphtonymy,Chinese
574201,0,4,4,Female,18-24,Postgraduate Masters,Chinese,No,4361,4,3,4,Complex,Metaphtonymy,Chinese
574201,0,5,5,Female,18-24,Postgraduate Masters,Chinese,No,2702,5,5,4,Complex,Metaphtonymy,Chinese
574201,0,6,6,Female,18-24,Postgraduate Masters,Chinese,No,4646,3,3,3,Simple,Metaphor,Chinese
574201,0,7,7,Female,18-24,Postgraduate Masters,Chinese,No,2480,4,4,4,Simple,Metonymy,Chinese
574201,0,8,8,Female,18-24,Postgraduate Masters,Chinese,No,3165,5,5,5,Complex,Metonymic chain,Chinese
574201,0,9,11,Female,18-24,Postgraduate Masters,Chinese,No,6720,3,3,3,Complex,Metaphoric complex,Chinese
574201,0,10,13,Female,18-24,Postgraduate Masters,Chinese,No,4982,3,3,4,Complex,Metaphoric complex,Chinese
574201,0,11,16,Female,18-24,Postgraduate Masters,Chinese,No,4252,3,3,3,Simple,Metonymy,Spanish
574201,0,12,20,Female,18-24,Postgraduate Masters,Chinese,No,3194,5,5,5,Complex,Metaphtonymy,Spanish
574201,0,13,21,Female,18-24,Postgraduate Masters,Chinese,No,6486,3,3,4,Simple,Metaphor,Spanish
574201,0,14,22,Female,18-24,Postgraduate Masters,Chinese,No,6144,3,2,3,Complex,Metaphtonymy,Spanish
574201,0,15,23,Female,18-24,Postgraduate Masters,Chinese,No,7992,4,4,4,Complex,Metaphtonymy,Spanish
574201,0,16,24,Female,18-24,Postgraduate Masters,Chinese,No,4370,3,3,4,Complex,Metaphtonymy,Spanish
574201,0,17,25,Female,18-24,Postgraduate Masters,Chinese,No,3705,5,5,5,Simple,Metaphor,Spanish
574201,0,18,26,Female,18-24,Postgraduate Masters,Chinese,No,2070,4,4,4,Complex,Metonymic chain,Spanish
574201,0,19,27,Female,18-24,Postgraduate Masters,Chinese,No,9526,3,2,2,Simple,Metonymy,Spanish
574201,0,20,28,Female,18-24,Postgraduate Masters,Chinese,No,6875,3,4,4,Simple,Metaphor,Spanish
574201,0,21,29,Female,18-24,Postgraduate Masters,Chinese,No,8046,3,2,2,Simple,Metonymy,British
574201,0,22,30,Female,18-24,Postgraduate Masters,Chinese,No,6396,3,3,3,Simple,Metaphor,British
574201,0,23,33,Female,18-24,Postgraduate Masters,Chinese,No,5087,3,3,3,Complex,Metaphtonymy,British
574201,0,24,36,Female,18-24,Postgraduate Masters,Chinese,No,5858,4,3,3,Complex,Metaphtonymy,British
574201,0,25,37,Female,18-24,Postgraduate Masters,Chinese,No,4933,4,4,4,Complex,Metaphtonymy,British
574201,0,26,38,Female,18-24,Postgraduate Masters,Chinese,No,2746,5,5,5,Simple,Metaphor,British
574201,0,27,39,Female,18-24,Postgraduate Masters,Chinese,No,10504,3,3,2,Simple,Metonymy,British
574201,0,28,40,Female,18-24,Postgraduate Masters,Chinese,No,5407,4,3,3,Simple,Metaphor,British
574201,0,29,41,Female,18-24,Postgraduate Masters,Chinese,No,8105,3,2,1,Complex,Metaphtonymy,British
574201,0,30,42,Female,18-24,Postgraduate Masters,Chinese,No,6342,5,5,4,Complex,Metaphtonymy,British
574202,0.166666667,1,1,Female,25-34,Postgraduate Masters,Chinese,Yes,4692,4,4,3,Complex,Metaphtonymy,Chinese
574202,0.166666667,2,2,Female,25-34,Postgraduate Masters,Chinese,Yes,7178,1,2,1,Complex,Metaphtonymy,Chinese
574202,0.166666667,3,3,Female,25-34,Postgraduate Masters,Chinese,Yes,11349,5,5,5,Complex,Metaphtonymy,Chinese
574202,0.166666667,4,4,Female,25-34,Postgraduate Masters,Chinese,Yes,7726,4,4,2,Complex,Metaphtonymy,Chinese
574202,0.166666667,5,5,Female,25-34,Postgraduate Masters,Chinese,Yes,10672,5,5,3,Complex,Metaphtonymy,Chinese
574202,0.166666667,6,6,Female,25-34,Postgraduate Masters,Chinese,Yes,9388,4,5,2,Simple,Metaphor,Chinese
574202,0.166666667,7,7,Female,25-34,Postgraduate Masters,Chinese,Yes,7147,5,5,3,Simple,Metonymy,Chinese
574202,0.166666667,8,8,Female,25-34,Postgraduate Masters,Chinese,Yes,4445,4,4,1,Complex,Metonymic chain,Chinese
574202,0.166666667,9,11,Female,25-34,Postgraduate Masters,Chinese,Yes,7358,5,5,1,Complex,Metaphoric complex,Chinese
574202,0.166666667,10,13,Female,25-34,Postgraduate Masters,Chinese,Yes,6594,5,5,1,Complex,Metaphoric complex,Chinese
574202,0.166666667,11,16,Female,25-34,Postgraduate Masters,Chinese,Yes,18180,1,1,1,Simple,Metonymy,Spanish
574202,0.166666667,12,20,Female,25-34,Postgraduate Masters,Chinese,Yes,14129,3,4,1,Complex,Metaphtonymy,Spanish
574202,0.166666667,13,21,Female,25-34,Postgraduate Masters,Chinese,Yes,14150,2,2,1,Simple,Metaphor,Spanish
574202,0.166666667,14,22,Female,25-34,Postgraduate Masters,Chinese,Yes,12421,1,1,1,Complex,Metaphtonymy,Spanish
574202,0.166666667,15,23,Female,25-34,Postgraduate Masters,Chinese,Yes,11816,3,3,2,Complex,Metaphtonymy,Spanish
574202,0.166666667,16,24,Female,25-34,Postgraduate Masters,Chinese,Yes,9994,5,5,2,Complex,Metaphtonymy,Spanish
574202,0.166666667,17,25,Female,25-34,Postgraduate Masters,Chinese,Yes,15892,3,2,1,Simple,Metaphor,Spanish
574202,0.166666667,18,26,Female,25-34,Postgraduate Masters,Chinese,Yes,11655,2,2,2,Complex,Metonymic chain,Spanish
574202,0.166666667,19,27,Female,25-34,Postgraduate Masters,Chinese,Yes,20412,2,2,2,Simple,Metonymy,Spanish
574202,0.166666667,20,28,Female,25-34,Postgraduate Masters,Chinese,Yes,9804,3,3,1,Simple,Metaphor,Spanish
574202,0.166666667,21,29,Female,25-34,Postgraduate Masters,Chinese,Yes,11796,2,3,1,Simple,Metonymy,British
574202,0.166666667,22,30,Female,25-34,Postgraduate Masters,Chinese,Yes,21261,3,3,2,Simple,Metaphor,British
574202,0.166666667,23,33,Female,25-34,Postgraduate Masters,Chinese,Yes,9616,4,4,2,Complex,Metaphtonymy,British
574202,0.166666667,24,36,Female,25-34,Postgraduate Masters,Chinese,Yes,7597,3,4,1,Complex,Metaphtonymy,British
574202,0.166666667,25,37,Female,25-34,Postgraduate Masters,Chinese,Yes,11792,5,5,1,Complex,Metaphtonymy,British
574202,0.166666667,26,38,Female,25-34,Postgraduate Masters,Chinese,Yes,4931,5,5,3,Simple,Metaphor,British
574202,0.166666667,27,39,Female,25-34,Postgraduate Masters,Chinese,Yes,17790,3,3,1,Simple,Metonymy,British
574202,0.166666667,28,40,Female,25-34,Postgraduate Masters,Chinese,Yes,10542,1,1,1,Simple,Metaphor,British
574202,0.166666667,29,41,Female,25-34,Postgraduate Masters,Chinese,Yes,8862,5,5,3,Complex,Metaphtonymy,British
574202,0.166666667,30,42,Female,25-34,Postgraduate Masters,Chinese,Yes,14916,1,1,1,Complex,Metaphtonymy,British
574203,0,1,1,Female,25-34,Postgraduate Masters,Chinese,No,6293,1,1,1,Complex,Metaphtonymy,Chinese
574203,0,2,2,Female,25-34,Postgraduate Masters,Chinese,No,8367,3,4,2,Complex,Metaphtonymy,Chinese
574203,0,3,3,Female,25-34,Postgraduate Masters,Chinese,No,12664,4,4,2,Complex,Metaphtonymy,Chinese
574203,0,4,4,Female,25-34,Postgraduate Masters,Chinese,No,6731,5,4,5,Complex,Metaphtonymy,Chinese
574203,0,5,5,Female,25-34,Postgraduate Masters,Chinese,No,10858,2,3,1,Complex,Metaphtonymy,Chinese
574203,0,6,6,Female,25-34,Postgraduate Masters,Chinese,No,4012,1,2,1,Simple,Metaphor,Chinese
574203,0,7,7,Female,25-34,Postgraduate Masters,Chinese,No,5944,3,2,1,Simple,Metonymy,Chinese
574203,0,8,8,Female,25-34,Postgraduate Masters,Chinese,No,8215,3,3,1,Complex,Metonymic chain,Chinese
574203,0,9,11,Female,25-34,Postgraduate Masters,Chinese,No,6544,3,4,2,Complex,Metaphoric complex,Chinese
574203,0,10,13,Female,25-34,Postgraduate Masters,Chinese,No,7679,4,4,2,Complex,Metaphoric complex,Chinese
574203,0,11,16,Female,25-34,Postgraduate Masters,Chinese,No,19838,3,2,1,Simple,Metonymy,Spanish
574203,0,12,20,Female,25-34,Postgraduate Masters,Chinese,No,13925,3,4,2,Complex,Metaphtonymy,Spanish
574203,0,13,21,Female,25-34,Postgraduate Masters,Chinese,No,5901,2,3,1,Simple,Metaphor,Spanish
574203,0,14,22,Female,25-34,Postgraduate Masters,Chinese,No,6712,3,3,1,Complex,Metaphtonymy,Spanish
574203,0,15,23,Female,25-34,Postgraduate Masters,Chinese,No,8997,3,3,1,Complex,Metaphtonymy,Spanish
574203,0,16,24,Female,25-34,Postgraduate Masters,Chinese,No,10665,2,2,1,Complex,Metaphtonymy,Spanish
